gbifid,occurrenceid,kingdom,phylum,class,order,family,genus,species,infraspecificepithet,taxonrank,scientificname,verbatimscientificname,verbatimscientificnameauthorship,countrycode,locality,stateprovince,occurrencestatus,individualcount,decimallatitude,decimallongitude,elevation,elevationaccuracy,depth,depthaccuracy,eventdate,day,month,year,taxonkey,specieskey,basisofrecord,institutioncode,collectioncode,catalognumber,recordnumber,identifiedby,dateidentified,license,rightsholder,recordedby,typestatus,establishmentmeans,lastinterpreted,location,address.17
2309452927,HQ201012,Animalia,Arthropoda,Insecta,Hymenoptera,Braconidae,Glyptocolastes,,,GENUS,"Glyptocolastes Ashmead, 1900",Glyptocolastes sp. BOLD:AAM3291,,MX,"Mexico:Jalisco, La Huerta, Costa Sur, Estacion de Biologia Chamela, Camino Chachalaca (atras cocina)",,PRESENT,,19.5,-105.04,,,,,40135,18,11,2009,1266450,,PRESERVED_SPECIMEN,,,,,Alejandro Zaldivar-Riveron,,CC_BY_4_0,,Alejandro Zaldivar-Riveron,,,44285.26563,"19.5, -105.04",Jalisco
2309634367,KC341942,Fungi,Ascomycota,Dothideomycetes,Botryosphaeriales,Botryosphaeriaceae,Lasiodiplodia,Lasiodiplodia pseudotheobromae,,SPECIES,"Lasiodiplodia pseudotheobromae A.J.L.Phillips, A.Alves & Crous",Lasiodiplodia pseudotheobromae,,MX,Mexico,,PRESENT,,24.04,-98.55,,,,,39995,1,7,2009,3517913,3517913,MATERIAL_SAMPLE,,,,,,,CC_BY_4_0,,"Rosas-Hernandez I., Narvaez-Zapata J. A., De Santiago C., Arguijo de la Cruz E., Shirai K. and Larralde-Corona CP.",,,44285.26563,"24.04, -98.55",Tamaulipas
2309737165,MG837947,Animalia,Chordata,Actinopterygii,Perciformes,Malacanthidae,Lopholatilus,Lopholatilus chamaeleonticeps,,SPECIES,"Lopholatilus chamaeleonticeps Goode & Bean, 1879",Lopholatilus chamaeleonticeps,,MX,"Mexico:Distrito Federal, Iztapalapa, Fish market",,PRESENT,,19.38,-99.09,,,,,40540,28,12,2010,2389833,2389833,PRESERVED_SPECIMEN,,,,,Carolina Quintal Lizama,,CC_BY_4_0,,Martha Valdez-Moreno,,,44285.26564,"19.38, -99.09",Ciudad de México
2309746570,MF402396,Animalia,Chordata,Reptilia,Squamata,Colubridae,Coluber,Coluber anthonyi,,SPECIES,"Masticophis anthonyi Smith & Taylor, 1945",Masticophis anthonyi,,MX,Mexico:Federal Insular Territory,,PRESENT,,18.36,-114.73,,,,,,,,,7930844,7429192,PRESERVED_SPECIMEN,,,,,,,CC_BY_4_0,,,,,44285.26564,"18.36, -114.73",Colima
2309918696,MF126629,Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Caenurgia,Caenurgia togataria,,SPECIES,"Caenurgia togataria (Walker, 1862)",Caenurgia togataria,,MX,"USA:California, San Diego County, Miller Valley, 2 Mi So Old Hwy 80",,PRESENT,,32.41,-116.23,,,,,38912,14,7,2006,9553692,9553692,PRESERVED_SPECIMEN,,,,,,,CC_BY_4_0,,N. Bloomfield,,,44285.26568,"32.41, -116.23",Baja California
2309938955,MG448683,Animalia,Arthropoda,Hexanauplia,Calanoida,,,,,ORDER,Calanoida,Calanoida sp. BIOUG27652-E04,,MX,"Mexico:Tlaxcala, Chipila",,PRESENT,,19.48,-98.19,,,,,41961,18,11,2014,679,,PRESERVED_SPECIMEN,,,,,Manuel Elias-Gutierrez,,CC_BY_4_0,,"Manuel Elias Gutierrez, Ana Martinez Caballero & Rahuel Chan Chable",,,44285.26568,"19.48, -98.19",Tlaxcala
2310019029,KP176978,Plantae,Tracheophyta,Magnoliopsida,Santalales,Viscaceae,Phoradendron,Phoradendron californicum,,SPECIES,Phoradendron californicum Nutt.,Phoradendron californicum,,MX,Mexico,,PRESENT,,28.77,-112.33,,,,,,,,,2889868,2889868,PRESERVED_SPECIMEN,,,,,,,CC_BY_4_0,,,,,44285.26564,"28.77, -112.33",Sonora
2310029857,MG448632,Animalia,Arthropoda,Malacostraca,Decapoda,Sesarmidae,Sesarma,,,GENUS,"Sesarma Say, 1817",Sesarma sp. CCDB29626-B05,,MX,"Mexico:Quintana Roo, Bacalar Lake, Cocalitos Sinkhole",,PRESENT,,18.65,-88.41,,,,,42599,17,8,2016,2225749,,PRESERVED_SPECIMEN,,,,,Manuel Elias-Gutierrez,,CC_BY_4_0,,Manuel Elias-Gutierrez & Jose Angel Cohuo Colli,,,44285.2661,"18.65, -88.41",Quintana Roo
2310103629,KU146757,Animalia,Arthropoda,Insecta,Lepidoptera,Pieridae,Enantia,Enantia jethys,,SPECIES,"Enantia jethys (Boisduval, 1836)",Enantia jethys,,MX,"Mexico:Oaxaca, 7 km de San Juan Comaltepec hacia Santiago Choapam",,PRESENT,,17.36,-95.95,,,,,40990,22,3,2012,5137565,5137565,PRESERVED_SPECIMEN,,,,,Jorge Enrique Llorente Bousquets,,CC_BY_4_0,,Moises Armando Luis Martinez,,,44285.2661,"17.36, -95.95",Oaxaca
2310135679,KF525897,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Phaethornis,Phaethornis longirostris,mexicanus,SUBSPECIES,"Phaethornis longirostris mexicanus Hartert, 1897",Phaethornis longirostris mexicanus,,MX,"Mexico:Pluma Hidalgo, Oaxaca",,PRESENT,,15.93,-96.42,,,,,,,,,6179080,2476621,PRESERVED_SPECIMEN,,,,,,,CC_BY_4_0,,,,,44285.2657,"15.93, -96.42",Oaxaca
2310140079,KC616849,Animalia,Arthropoda,Branchiopoda,Diplostraca,Daphniidae,Ceriodaphnia,Ceriodaphnia laticaudata,,SPECIES,"Ceriodaphnia laticaudata P.E.Müller, 1867",Ceriodaphnia cf. laticaudata ZMXII-599,,MX,"Mexico:Puebla, Puebla, Valsequillo",,PRESENT,,18.91,-98.16,,,,,38700,14,12,2005,2234866,2234866,PRESERVED_SPECIMEN,,,,,Ernesto Mangas Ramirez,,CC_BY_4_0,,Ernesto Mangas Ramirez,,,44285.2657,"18.91, -98.16",Puebla
2310157026,EU702275,Animalia,Arthropoda,Branchiopoda,Diplostraca,Daphniidae,Scapholeberis,Scapholeberis armata,freyi,SUBSPECIES,"Scapholeberis armata freyi Dumont & Pensaert, 1983",Scapholeberis armata freyi,,MX,Mexico:Campeche,,PRESENT,,18.64,-90.29,,,,,38601,6,9,2005,6284598,2234875,PRESERVED_SPECIMEN,,,,,Manuel Elias Gutierrez,,CC_BY_4_0,,Manuel Elias Gutierrez,,,44285.26611,"18.64, -90.29",Campeche
2310252895,KX390631,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Ralstonia,Ralstonia solanacearum,,SPECIES,Ralstonia solanacearum A,Ralstonia solanacearum,,MX,Mexico,,PRESENT,,16.41,-92.41,,,,,41462,7,7,2013,3219898,3219898,MATERIAL_SAMPLE,,,,,A. Obrador,,CC_BY_4_0,,A. Obrador,,,44285.26571,"16.41, -92.41",Chiapas
2310339574,KX180726,Chromista,Myzozoa,Aconoidasida,Haemospororida,Plasmodiidae,Plasmodium,,,GENUS,"Plasmodium Marchiafava & Celli, 1885",Plasmodium vivax,,MX,"Mexico:Chiapas, Tapachula",,PRESENT,,15.08,-92.3,,,,,39791,9,12,2008,8364053,,MATERIAL_SAMPLE,,,,,,,CC_BY_4_0,,,,,44285.26611,"15.08, -92.3",Chiapas
2310588875,JF491935,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Oryzomys,Oryzomys couesi,,SPECIES,"Oryzomys couesi (Alston, 1877)",Oryzomys couesi,,MX,"Mexico:Campeche, 16 Km N Of Champoton",,PRESENT,,19.48,-90.7,,,,,32534,26,1,1989,2438070,2438070,PRESERVED_SPECIMEN,,,,,,,CC_BY_4_0,,"Engstrom, MD, Et Al",,,44285.26612,"19.48, -90.7",Campeche
2310646942,JX239844,Plantae,Tracheophyta,Pinopsida,Pinales,Pinaceae,Pinus,Pinus cembroides,,SPECIES,Pinus johannis M.-F.Robert,Pinus johannis,,MX,Mexico,,PRESENT,,23.3,-101.16,,,,,,,,,5686559,5285172,MATERIAL_SAMPLE,,,,,,,CC_BY_4_0,,"A. Cuenca, D Pinero",,,44285.26566,"23.3, -101.16",San Luis Potosí
2310681772,GU659502,Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Hamadryas,Hamadryas julitta,,SPECIES,"Hamadryas julitta Fruhstorfer, 1914",Hamadryas julitta,,MX,"Mexico:Yucatan, Ria Lagartos, Peten Tucha",,PRESENT,,21.57,-88.08,,,,,39103,21,1,2007,5129508,5129508,PRESERVED_SPECIMEN,,,,,,,CC_BY_4_0,,Imelda Martinez,,,44285.26612,"21.57, -88.08",Yucatán
2310716430,GU224579,Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae,Nes,Nes longus,,SPECIES,"Nes longus (Nichols, 1914)",Nes longus,,MX,"Mexico:Quintana Roo, Punta Allen, reef lagoon",,PRESENT,,19.81,-87.46,,,,,38214,15,8,2004,2376810,2376810,PRESERVED_SPECIMEN,,,,,Lourdes Vasquez-Yeomans,,CC_BY_4_0,,Lourdes Vasquez Yeomans,,,44285.26572,"19.81, -87.46",Quintana Roo
2310999969,KC152068,Fungi,Basidiomycota,Agaricomycetes,Atheliales,Atheliaceae,Amphinema,,,GENUS,Amphinema P.Karst.,Amphinema sp. GO-2009-307,,MX,"Mexico:Distrito Federal, Tlalpan, Ajusco Ladera Sur",,PRESENT,,19.2,-99.26,,,,,40071,15,9,2009,2554032,,PRESERVED_SPECIMEN,,,,,Roberto Garibay-Orijel,,CC_BY_4_0,,Roberto Garibay Orijel,,,44285.26614,"19.2, -99.26",Ciudad de México
2311044048,KC152184,Fungi,Basidiomycota,Agaricomycetes,Boletales,Rhizopogonaceae,Rhizopogon,Rhizopogon fallax,,SPECIES,Rhizopogon fallax A.H.Sm.,Rhizopogon fallax,,MX,"Mexico:Michoacan, Tangancicuaro, Patambam",,PRESENT,,19.77,-102.32,,,,,40090,4,10,2009,3356552,3356552,PRESERVED_SPECIMEN,,,,,Carolina Pina-Paez,,CC_BY_4_0,,Roberto Garibay Orijel,,,44285.26574,"19.77, -102.32",Michoacán
2311048765,JF447084,Animalia,Chordata,Mammalia,Chiroptera,Phyllostomidae,Artibeus,Artibeus lituratus,,SPECIES,"Artibeus lituratus (Olfers, 1818)",Artibeus lituratus,,MX,"Mexico:Campeche, 18 Km S Of X-Kanha",,PRESENT,,18.92,-89.33,,,,,32884,11,1,1990,2433270,2433270,PRESERVED_SPECIMEN,,,,,,,CC_BY_4_0,,"Engstrom, MD., Dowler, RC., Reid, FA., Maxwell, TC.",,,44285.26614,"18.92, -89.33",Campeche
2311053002,HQ564566,Animalia,Chordata,Actinopterygii,Cyprinodontiformes,Poeciliidae,Pseudoxiphophorus,Pseudoxiphophorus bimaculatus,,SPECIES,"Pseudoxiphophorus bimaculatus (Heckel, 1848)",Pseudoxiphophorus bimaculatus,,MX,Mexico,,PRESENT,,19.94,-90.38,,,,,,,,,4284403,4284403,PRESERVED_SPECIMEN,,,,,,,CC_BY_4_0,,"Ma. E. Vega, A. Acosta",,,44285.26574,"19.94, -90.38",Campeche
2311201881,MG449369,Animalia,Arthropoda,Hexanauplia,Calanoida,Diaptomidae,Arctodiaptomus,Arctodiaptomus dorsalis,,SPECIES,"Arctodiaptomus dorsalis (Marsh, 1907)",Arctodiaptomus cf. dorsalis CCDB29626-A03,,MX,"Mexico:Quintana Roo, Bacalar Lake, Cocalitos Sinkhole",,PRESENT,,18.65,-88.41,,,,,42599,17,8,2016,2114510,2114510,PRESERVED_SPECIMEN,,,,,Manuel Elias-Gutierrez,,CC_BY_4_0,,Manuel Elias-Gutierrez & Jose Angel Cohuo Colli,,,44285.26569,"18.65, -88.41",Quintana Roo
2286500414,MH274790,Animalia,Chordata,Reptilia,Squamata,Xantusiidae,Xantusia,Xantusia henshawi,,SPECIES,"Xantusia henshawi Stejneger, 1893",Xantusia henshawi,,MX,"Mexico:Baja California, 71 km S (via Mexico Hwy. 3) Tecate",,PRESENT,,32.14,-116.53,,,,,36988,7,4,2001,2451721,2451721,PRESERVED_SPECIMEN,,,,,,,CC_BY_4_0,,,,,44285.2658,"32.14, -116.53",Baja California
2303427872,AB702996,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Peromyscus,Peromyscus beatae,,SPECIES,"Peromyscus beatae Thomas, 1903",Peromyscus beatae,,MX,Mexico:Guerrero,,PRESENT,,17.35,-99.49,,,,,39216,14,5,2007,4265104,4265104,MATERIAL_SAMPLE,,,,,Cornelio Sanchez-Hernandez,,CC_BY_4_0,,Almazan-Catalan A.,,,44285.2658,"17.35, -99.49",Guerrero
2303438483,AB618714,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Peromyscus,Peromyscus beatae,,SPECIES,"Peromyscus beatae Thomas, 1903",Peromyscus beatae,,MX,Mexico:Guerrero,,PRESENT,,17.36,-99.5,,,,,38849,12,5,2006,4265104,4265104,MATERIAL_SAMPLE,,,,,Cornelio Sanchez-Hernandez,,CC_BY_4_0,,Alberto Almazan-Catalan,,,44285.26543,"17.36, -99.5",Guerrero
2303449337,AF398833,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Coursetia,Coursetia paniculata,,SPECIES,Coursetia paniculata M.Sousa & Lavin,Coursetia paniculata,,MX,"Mexico:Oaxaca, 1 mi N of San Pedro, 13 mi N of Puerto Escondido",,PRESENT,,16,-97.07,,,,,,,,,2959245,2959245,PRESERVED_SPECIMEN,,,,,,,CC_BY_4_0,,,,,44285.26544,"16.0, -97.07",Oaxaca
2303548652,AB620093,Viruses,Negarnaviricota,Ellioviricetes,Bunyavirales,Hantaviridae,Orthohantavirus,,,GENUS,Orthohantavirus,Carrizal virus,,MX,Mexico:Guerrero,,PRESENT,,17.36,-99.49,,,,,38849,12,5,2006,10216207,,MATERIAL_SAMPLE,,,,,,,CC_BY_4_0,,,,,44285.26581,"17.36, -99.49",Guerrero
2304267226,HQ575810,Animalia,Chordata,Actinopterygii,Mugiliformes,Mugilidae,Mugil,Mugil trichodon,,SPECIES,"Mugil trichodon Poey, 1875",Mugil trichodon,,MX,Mexico,,PRESENT,,18.65,-91.84,,,,,40290,22,4,2010,2400602,2400602,PRESERVED_SPECIMEN,,,,,,,CC_BY_4_0,,"Roberto Herrera, Carolina Quintal",,,44285.26581,"18.65, -91.84",Campeche
2304268450,JX067003,Animalia,Arthropoda,Insecta,Diptera,Drosophilidae,Drosophila,Drosophila pachea,,SPECIES,"Drosophila pachea Patterson & Wheeler, 1942",Drosophila pachea,,MX,,,PRESENT,,31.11,-114.89,,,,,40677,14,5,2011,5073579,5073579,MATERIAL_SAMPLE,,,,,,,CC_BY_4_0,,,,,44285.26581,"31.11, -114.89",Baja California
2304360529,GU224546,Animalia,Chordata,Actinopterygii,Perciformes,Lutjanidae,Lutjanus,Lutjanus apodus,,SPECIES,"Lutjanus apodus (Walbaum, 1792)",Lutjanus apodus,,MX,"Mexico:Quintana Roo, Xcalak, reef lagoon",,PRESENT,,18.27,-87.83,,,,,38217,18,8,2004,2384922,2384922,PRESERVED_SPECIMEN,,,,,Lourdes Vasquez-Yeomans,,CC_BY_4_0,,Lourdes Vasquez Yeomans,,,44285.26546,"18.27, -87.83",Quintana Roo
2304482696,MH495966,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Osgoodomys,Osgoodomys banderanus,,SPECIES,"Osgoodomys banderanus (J.A.Allen, 1897)",Osgoodomys banderanus,,MX,Mexico,,PRESENT,,19.32,-103.92,,,,,,,,,2439323,2439323,PRESERVED_SPECIMEN,,,,,,,CC_BY_4_0,,,,,44285.26547,"19.32, -103.92",Colima
2304576340,MF741969,Animalia,Chordata,Actinopterygii,Perciformes,Cichlidae,Mayaheros,Mayaheros urophthalmus,,SPECIES,"Cichlasoma urophthalmum (Günther, 1862)",Cichlasoma urophthalmum,,MX,Mexico,,PRESENT,,18.25,-92.09,,,,,,,,,5852971,9539561,PRESERVED_SPECIMEN,,,,,,,CC_BY_4_0,,Javier Barrientos,,,44285.26583,"18.25, -92.09",Campeche
2304646234,MF128642,Animalia,Arthropoda,Insecta,Lepidoptera,Erebidae,Anomis,,,GENUS,"Anomis Hübner, 1821",Anomis sp. MLL-02090,,MX,"Mexico:Campeche, Calakmul, Conhuas",,PRESENT,,18.52,-89.89,,,,,39289,26,7,2007,9188678,,PRESERVED_SPECIMEN,,,,,J. Donald Lafontaine,,CC_BY_4_0,,Miguel Xijun,,,44285.26583,"18.52, -89.89",Campeche
2304671182,GU660229,Animalia,Arthropoda,Insecta,Lepidoptera,Pieridae,Phoebis,Phoebis sennae,marcellina,SUBSPECIES,"Phoebis sennae marcellina (Cramer, 1777)",Phoebis sennae marcellina,,MX,Mexico,,PRESENT,,19.88,-88.01,,,,,38382,30,1,2005,4300491,1919653,PRESERVED_SPECIMEN,,,,,,,CC_BY_4_0,,Emigdio May,,,44285.26583,"19.88, -88.01",Quintana Roo
2304695131,JQ247347,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Agaricaceae,,,,FAMILY,Agaricaceae,uncultured Coprinus,,MX,,,PRESENT,,31.75,-115.76,,,,,,,,,4170,,MATERIAL_SAMPLE,,,,,,,CC_BY_4_0,,,,,44285.26548,"31.75, -115.76",Baja California
2304713905,MH491191,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Xanthomonas,Xanthomonas albilineans,,SPECIES,"Xanthomonas albilineans (Ashby, 1929) Dowson, 1943",Xanthomonas albilineans,,MX,"Mexico:Nayarit, Xalisco, Potrero, El Guayabo",,PRESENT,,21.45,-104.87,947,,,,42530,9,6,2016,5427650,5427650,PRESERVED_SPECIMEN,,,,,,,CC_BY_4_0,,Benjamin Cervantes-Romero,,,44285.26548,"21.45, -104.87",Nayarit
2304729917,KJ887579,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Corynesporascaceae,Corynespora,Corynespora cassiicola,,SPECIES,Corynespora cassiicola (Berk. & M.A.Curtis) C.T.Wei,Corynespora cassiicola,,MX,Mexico,,PRESENT,,21.08,-89.35,,,,,40703,9,6,2011,2617824,2617824,MATERIAL_SAMPLE,,,,,,,CC_BY_4_0,,,,,44285.26583,"21.08, -89.35",Yucatán
2304749564,HQ980540,Animalia,Arthropoda,Insecta,Trichoptera,Polycentropodidae,Polycentropus,,,GENUS,"Polycentropus Curtis, 1835",Polycentropus sp. BOLD:AAF0271,,MX,Mexico:Hidalgo,,PRESENT,,20.12,-98.52,,,,,40313,15,5,2010,1437832,,PRESERVED_SPECIMEN,,,,,,,CC_BY_4_0,,"A. Contreras, M. Sarmiento, M. Razo",,,44285.26549,"20.12, -98.52",Hidalgo
2304755017,HQ980544,Animalia,Arthropoda,Insecta,Trichoptera,Hydrobiosidae,Atopsyche,,,GENUS,"Atopsyche Banks, 1905",Atopsyche sp. BOLD:AAL8918,,MX,Mexico:Hidalgo,,PRESENT,,20.12,-98.52,,,,,40313,15,5,2010,1434606,,PRESERVED_SPECIMEN,,,,,,,CC_BY_4_0,,"A. Contreras, M. Sarmiento, M. Razo",,,44285.26549,"20.12, -98.52",Hidalgo
2305162924,KF752926,Animalia,Chordata,Aves,Passeriformes,Cardinalidae,Passerina,Passerina leclancherii,,SPECIES,"Passerina leclancherii Lafresnaye, 1840",Passerina leclancherii,,MX,"Mexico:Campo Morado, Mpio Arcelia, Guerrero",,PRESENT,,18.19,-100.16,,,,,,,,,5230870,5230870,PRESERVED_SPECIMEN,,,,,,,CC_BY_4_0,,,,,44285.2655,"18.19, -100.16",Guerrero
2305248712,KF914220,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,,SPECIES,Escherichia coli D,Escherichia coli,,MX,Mexico,,PRESENT,,18.92,-99.24,1525,,,,40299,1,5,2010,10687524,10687524,MATERIAL_SAMPLE,,,,,,,CC_BY_4_0,,,,,44285.26587,"18.92, -99.24",Morelos
2305277350,GU806987,Animalia,Chordata,Actinopterygii,Characiformes,Characidae,Astyanax,Astyanax aeneus,,SPECIES,"Astyanax aeneus (Günther, 1860)",Astyanax aeneus,,MX,Mexico,,PRESENT,,19.47,-88.1,,,,,39625,26,6,2008,5204224,5204224,PRESERVED_SPECIMEN,,,,,,,CC_BY_4_0,,Carolina Quintal & Jose Angel Cohuo,,,44285.2655,"19.47, -88.1",Quintana Roo
2305320540,KR400367,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Rhizobium,,,GENUS,"Rhizobium Frank, 1889",uncultured Rhizobium sp.,,MX,Mexico,,PRESENT,,18.0577,-98.9344,,,,,40909,1,1,2012,3220733,,MATERIAL_SAMPLE,,,,,,,CC_BY_4_0,,,,,44285.26586,"18.0577, -98.9344",Guerrero
2305580371,GU807030,Animalia,Chordata,Actinopterygii,Cyprinodontiformes,Poeciliidae,Gambusia,Gambusia yucatana,,SPECIES,"Gambusia yucatana Regan, 1914",Gambusia yucatana,,MX,Mexico,,PRESENT,,20.58,-89.59,,,,,39663,3,8,2008,2350647,2350647,PRESERVED_SPECIMEN,,,,,,,CC_BY_4_0,,Carolina Quintal & Jose Angel Cohuo,,,44285.26589,"20.58, -89.59",Yucatán
2305618397,MH571137,Animalia,Nematoda,Secernentea,Ascaridida,Ascarididae,Lagochilascaris,Lagochilascaris minor,,SPECIES,Lagochilascaris minor,Lagochilascaris minor,,MX,"Mexico:Quintana Roo, Tres Garantias",,PRESENT,,18.19,-88.98,,,,,42648,5,10,2016,7030720,7030720,PRESERVED_SPECIMEN,,,,,David Gonzalez Solis,,CC_BY_4_0,,Jenny Alexandra Prado-Bernal,,,44285.26552,"18.19, -88.98",Quintana Roo
2305677752,DQ268974,Plantae,Marchantiophyta,Marchantiopsida,Marchantiales,Marchantiaceae,Marchantia,Marchantia inflexa,,SPECIES,Marchantia inflexa Nees & Mont.,Marchantia inflexa,,MX,"Mexico:Veracruz, Piedra de Agua, between Xalapa and Naolinca, valley with tropical forest, on shaded soil bank by stream, alt. c. 1330 m.",,PRESENT,,19.36,-96.57,,,,,36963,13,3,2001,7704384,7704384,PRESERVED_SPECIMEN,,,,,,,CC_BY_4_0,,,,,44285.26553,"19.36, -96.57",Veracruz
2305724669,KP778496,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Oryzomys,Oryzomys rostratus,,SPECIES,"Handleyomys rostratus (Merriam, 1901)",Handleyomys rostratus,,MX,"Mexico:Campeche, 27.5 Km S of Constitucion, 27.5 Km S, 70 Km E of Escarcega",,PRESENT,,18.64,-90.14,,,,,,,,,5786940,2438109,PRESERVED_SPECIMEN,,,,,,,CC_BY_4_0,,,,,44285.26589,"18.64, -90.14",Campeche
2305741642,KU146740,Animalia,Arthropoda,Insecta,Lepidoptera,Pieridae,Enantia,Enantia albania,,SPECIES,"Enantia albania (Bates, 1864)",Enantia albania,,MX,"Mexico:Veracruz, Fortin de las Flores",,PRESENT,,18.9,-97.02,,,,,41598,20,11,2013,5137558,5137558,PRESERVED_SPECIMEN,,,,,Jorge Enrique Llorente Bousquets,,CC_BY_4_0,,Moises Armando Luis Martinez,,,44285.2659,"18.9, -97.02",Veracruz
2305747691,KP777846,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Oryzomys,Oryzomys rostratus,,SPECIES,"Handleyomys rostratus (Merriam, 1901)",Handleyomys rostratus,,MX,"Mexico:Campeche, 22 Km S of Candelaria",,PRESENT,,18.03,-90.96,,,,,,,,,5786940,2438109,PRESERVED_SPECIMEN,,,,,,,CC_BY_4_0,,,,,44285.26552,"18.03, -90.96",Campeche
2305804903,KU842347,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Spizaetus,Spizaetus tyrannus,,SPECIES,"Spizaetus tyrannus (Wied-Neuwied, 1820)",Spizaetus tyrannus,,MX,"Mexico:Veracruz, Catemaco, cerro Buenavista",,PRESENT,,18.48,-95.08,,,,,41442,17,6,2013,2480672,2480672,PRESERVED_SPECIMEN,,,,,,,CC_BY_4_0,,Jonathan Morales-Contreras,,,44285.2659,"18.48, -95.08",Veracruz
2305810032,HQ573177,Animalia,Chordata,Actinopterygii,Perciformes,Centrarchidae,Lepomis,Lepomis macrochirus,,SPECIES,"Lepomis macrochirus Rafinesque, 1819",Lepomis macrochirus,,MX,Mexico,,PRESENT,,25.5,-99.48,,,,,40096,10,10,2009,2394503,2394503,PRESERVED_SPECIMEN,,,,,,,CC_BY_4_0,,"Alberto Contreras Arquieta, Mario Alberto Fernandez Sanchez",,,44285.2659,"25.5, -99.48",Nuevo León
2305812102,MG450087,Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae,Lophogobius,Lophogobius cyprinoides,,SPECIES,"Lophogobius cyprinoides (Pallas, 1770)",Lophogobius cyprinoides,,MX,"Mexico:Quintana Roo, Bacalar, TL2 Cenote Escuela Normal",,PRESENT,,18.67,-88.39,,,,,42183,28,6,2015,2376033,2376033,PRESERVED_SPECIMEN,,,,,Martha Valdez-Moreno,,CC_BY_4_0,,"Martha Valdez-Moreno, Jose Angel Cohuo Colli, Miguel Valadez Chi, Manuel Elias Gutierrez",,,44285.26591,"18.67, -88.39",Quintana Roo
2305818683,JF812034,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,,,GENUS,"Bacillus Cohn, 1872",Bacillus sp. 15.4,,MX,"Mexico:Coahuila, Cuatro Cienegas",,PRESENT,,26.92,-102.1,,,,,,,,,3227637,,MATERIAL_SAMPLE,,,,,,,CC_BY_4_0,,Morena Avitia,,,44285.26591,"26.92, -102.1",MéxicoCoahuila
2305848130,KC341975,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus niger,,SPECIES,Aspergillus niger Tiegh.,Aspergillus niger,,MX,Mexico,,PRESENT,,24.04,-98.55,,,,,39995,1,7,2009,3465658,3465658,MATERIAL_SAMPLE,,,,,,,CC_BY_4_0,,"Rosas-Hernandez I., Narvaez-Zapata J. A., De Santiago C., Arguijo de la Cruz E., Shirai K. and Larralde-Corona CP.",,,44285.26591,"24.04, -98.55",Tamaulipas
2305860389,HM888289,Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Prepona,Prepona pylene,,SPECIES,"Prepona pylene Hewitson, 1853",Prepona pylene philetas,,MX,"Mexico:Quintana Roo, Cozumel, Playa del Carmen",,PRESENT,,20.62,-87.08,,,,,30025,15,3,1982,1912076,1912076,PRESERVED_SPECIMEN,,,,,,,CC_BY_4_0,,,,,44285.26591,"20.62, -87.08",Quintana Roo
2305889289,MG592206,Animalia,Chordata,Actinopterygii,Atheriniformes,Atherinopsidae,Chirostoma,Chirostoma attenuatum,,SPECIES,"Chirostoma attenuatum Meek, 1902",Chirostoma attenuatum,,MX,Mexico:Patzcuaro Lake,,PRESENT,,19.54,-101.65,,,,,38108,1,5,2004,2412457,2412457,PRESERVED_SPECIMEN,,,,,,,CC_BY_4_0,,O. Dominguez-Dominguez,,,44285.26591,"19.54, -101.65",Michoacán
2305893824,KJ156365,Plantae,Tracheophyta,Liliopsida,Asparagales,Asparagaceae,Agave,Agave tequilana,,SPECIES,Agave tequilana F.A.C.Weber,'Agave tequilana' phytoplasma,,MX,Mexico,,PRESENT,,20.64,-103.7,,,,,40562,19,1,2011,2766899,2766899,MATERIAL_SAMPLE,,,,,,,CC_BY_4_0,,G. Blanca,,,44285.26591,"20.64, -103.7",Jalisco
